episode,method,success,length
78,oracle_binary_k8_tau3,0,200
79,oracle_binary_k8_tau3,0,200
80,oracle_binary_k8_tau3,0,200
81,oracle_binary_k8_tau3,0,200
82,oracle_binary_k8_tau3,0,200
83,oracle_binary_k8_tau3,0,200
84,oracle_binary_k8_tau3,0,200
85,oracle_binary_k8_tau3,1,114
86,oracle_binary_k8_tau3,1,64
87,oracle_binary_k8_tau3,0,200
88,oracle_binary_k8_tau3,0,200
89,oracle_binary_k8_tau3,0,200
90,oracle_binary_k8_tau3,0,200
91,oracle_binary_k8_tau3,1,117
92,oracle_binary_k8_tau3,1,95
93,oracle_binary_k8_tau3,0,200
94,oracle_binary_k8_tau3,1,59
95,oracle_binary_k8_tau3,0,200
96,oracle_binary_k8_tau3,0,200
97,oracle_binary_k8_tau3,1,64
98,oracle_binary_k8_tau3,0,200
99,oracle_binary_k8_tau3,0,200

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.0900,9,191.0,100
,oracle_binary_k8_tau3,0.3300,33,171.8,100
