episode,method,success,length
78,oracle_binary_k8_tau9,0,200
79,oracle_binary_k8_tau9,0,200
80,oracle_binary_k8_tau9,1,70
81,oracle_binary_k8_tau9,0,200
82,oracle_binary_k8_tau9,0,200
83,oracle_binary_k8_tau9,1,72
84,oracle_binary_k8_tau9,0,200
85,oracle_binary_k8_tau9,0,200
86,oracle_binary_k8_tau9,0,200
87,oracle_binary_k8_tau9,0,200
88,oracle_binary_k8_tau9,0,200
89,oracle_binary_k8_tau9,0,200
90,oracle_binary_k8_tau9,1,108
91,oracle_binary_k8_tau9,0,200
92,oracle_binary_k8_tau9,1,97
93,oracle_binary_k8_tau9,0,200
94,oracle_binary_k8_tau9,0,200
95,oracle_binary_k8_tau9,0,200
96,oracle_binary_k8_tau9,0,200
97,oracle_binary_k8_tau9,1,68
98,oracle_binary_k8_tau9,0,200
99,oracle_binary_k8_tau9,1,60

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.1100,11,191.6,100
,oracle_binary_k8_tau9,0.3700,37,166.1,100
