episode,method,success,length
78,oracle_binary_k8_tau0,0,200
79,oracle_binary_k8_tau0,0,200
80,oracle_binary_k8_tau0,0,200
81,oracle_binary_k8_tau0,0,200
82,oracle_binary_k8_tau0,0,200
83,oracle_binary_k8_tau0,0,200
84,oracle_binary_k8_tau0,0,200
85,oracle_binary_k8_tau0,0,200
86,oracle_binary_k8_tau0,0,200
87,oracle_binary_k8_tau0,0,200
88,oracle_binary_k8_tau0,0,200
89,oracle_binary_k8_tau0,1,62
90,oracle_binary_k8_tau0,0,200
91,oracle_binary_k8_tau0,1,111
92,oracle_binary_k8_tau0,0,200
93,oracle_binary_k8_tau0,0,200
94,oracle_binary_k8_tau0,0,200
95,oracle_binary_k8_tau0,1,187
96,oracle_binary_k8_tau0,0,200
97,oracle_binary_k8_tau0,0,200
98,oracle_binary_k8_tau0,0,200
99,oracle_binary_k8_tau0,0,200

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.0900,9,189.9,100
,oracle_binary_k8_tau0,0.2100,21,179.4,100
