episode,method,success,length
78,oracle_binary_k8_tau7,0,200
79,oracle_binary_k8_tau7,0,200
80,oracle_binary_k8_tau7,0,200
81,oracle_binary_k8_tau7,0,200
82,oracle_binary_k8_tau7,1,162
83,oracle_binary_k8_tau7,1,72
84,oracle_binary_k8_tau7,0,200
85,oracle_binary_k8_tau7,1,120
86,oracle_binary_k8_tau7,1,112
87,oracle_binary_k8_tau7,1,67
88,oracle_binary_k8_tau7,0,200
89,oracle_binary_k8_tau7,1,164
90,oracle_binary_k8_tau7,0,200
91,oracle_binary_k8_tau7,0,200
92,oracle_binary_k8_tau7,0,200
93,oracle_binary_k8_tau7,1,162
94,oracle_binary_k8_tau7,0,200
95,oracle_binary_k8_tau7,0,200
96,oracle_binary_k8_tau7,1,152
97,oracle_binary_k8_tau7,1,67
98,oracle_binary_k8_tau7,0,200
99,oracle_binary_k8_tau7,1,60

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.1200,12,192.3,100
,oracle_binary_k8_tau7,0.4600,46,160.5,100
