episode,method,success,length
78,oracle_binary_k8_tau5,1,160
79,oracle_binary_k8_tau5,0,200
80,oracle_binary_k8_tau5,0,200
81,oracle_binary_k8_tau5,1,59
82,oracle_binary_k8_tau5,0,200
83,oracle_binary_k8_tau5,1,70
84,oracle_binary_k8_tau5,1,147
85,oracle_binary_k8_tau5,1,116
86,oracle_binary_k8_tau5,1,63
87,oracle_binary_k8_tau5,0,200
88,oracle_binary_k8_tau5,1,113
89,oracle_binary_k8_tau5,0,200
90,oracle_binary_k8_tau5,0,200
91,oracle_binary_k8_tau5,0,200
92,oracle_binary_k8_tau5,1,63
93,oracle_binary_k8_tau5,0,200
94,oracle_binary_k8_tau5,0,200
95,oracle_binary_k8_tau5,1,198
96,oracle_binary_k8_tau5,1,143
97,oracle_binary_k8_tau5,1,66
98,oracle_binary_k8_tau5,0,200
99,oracle_binary_k8_tau5,1,113

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.1100,11,189.0,100
,oracle_binary_k8_tau5,0.4800,48,155.6,100
