episode,method,success,length
87,oracle_lookahead_k8,1,52
88,oracle_lookahead_k8,0,200
89,oracle_lookahead_k8,1,96
90,oracle_lookahead_k8,1,92
91,oracle_lookahead_k8,1,60
92,oracle_lookahead_k8,1,132
93,oracle_lookahead_k8,1,146
94,oracle_lookahead_k8,1,91
95,oracle_lookahead_k8,0,200
96,oracle_lookahead_k8,1,177
97,oracle_lookahead_k8,1,132
98,oracle_lookahead_k8,0,200
99,oracle_lookahead_k8,0,200

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.0700,7,193.9,100
,oracle_lookahead_k8,0.5500,55,155.3,100
