episode,method,success,length
87,oracle_lookahead_k8,0,200
88,oracle_lookahead_k8,1,100
89,oracle_lookahead_k8,1,60
90,oracle_lookahead_k8,1,114
91,oracle_lookahead_k8,0,200
92,oracle_lookahead_k8,1,106
93,oracle_lookahead_k8,1,148
94,oracle_lookahead_k8,1,61
95,oracle_lookahead_k8,1,116
96,oracle_lookahead_k8,1,157
97,oracle_lookahead_k8,0,200
98,oracle_lookahead_k8,1,62
99,oracle_lookahead_k8,1,60

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.0800,8,193.1,100
,oracle_lookahead_k8,0.8400,84,110.1,100
