episode,method,success,length
87,oracle_lookahead_k8,1,59
88,oracle_lookahead_k8,1,67
89,oracle_lookahead_k8,1,59
90,oracle_lookahead_k8,1,62
91,oracle_lookahead_k8,0,200
92,oracle_lookahead_k8,1,62
93,oracle_lookahead_k8,0,200
94,oracle_lookahead_k8,1,138
95,oracle_lookahead_k8,1,62
96,oracle_lookahead_k8,0,200
97,oracle_lookahead_k8,1,152
98,oracle_lookahead_k8,1,64
99,oracle_lookahead_k8,1,62

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.0900,9,192.4,100
,oracle_lookahead_k8,0.7000,70,124.0,100
