episode,method,success,length
87,oracle_lookahead_k8,1,100
88,oracle_lookahead_k8,1,177
89,oracle_lookahead_k8,1,175
90,oracle_lookahead_k8,1,55
91,oracle_lookahead_k8,0,200
92,oracle_lookahead_k8,1,136
93,oracle_lookahead_k8,1,143
94,oracle_lookahead_k8,1,139
95,oracle_lookahead_k8,1,60
96,oracle_lookahead_k8,0,200
97,oracle_lookahead_k8,0,200
98,oracle_lookahead_k8,0,200
99,oracle_lookahead_k8,1,146

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.0500,5,197.4,100
,oracle_lookahead_k8,0.5500,55,150.0,100
