episode,method,success,length
87,oracle_lookahead_k8,1,145
88,oracle_lookahead_k8,0,200
89,oracle_lookahead_k8,1,66
90,oracle_lookahead_k8,1,55
91,oracle_lookahead_k8,0,200
92,oracle_lookahead_k8,1,139
93,oracle_lookahead_k8,1,190
94,oracle_lookahead_k8,0,200
95,oracle_lookahead_k8,1,101
96,oracle_lookahead_k8,1,71
97,oracle_lookahead_k8,1,167
98,oracle_lookahead_k8,1,60
99,oracle_lookahead_k8,1,99

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.0500,5,196.6,100
,oracle_lookahead_k8,0.6400,64,145.4,100
