episode,method,success,length
87,oracle_lookahead_k8,1,60
88,oracle_lookahead_k8,1,64
89,oracle_lookahead_k8,1,105
90,oracle_lookahead_k8,1,150
91,oracle_lookahead_k8,1,107
92,oracle_lookahead_k8,0,200
93,oracle_lookahead_k8,1,70
94,oracle_lookahead_k8,1,61
95,oracle_lookahead_k8,1,186
96,oracle_lookahead_k8,1,152
97,oracle_lookahead_k8,1,179
98,oracle_lookahead_k8,1,199
99,oracle_lookahead_k8,1,66

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.1400,14,188.5,100
,oracle_lookahead_k8,0.6800,68,135.6,100
