episode,method,success,length
87,oracle_lookahead_k8,1,111
88,oracle_lookahead_k8,1,66
89,oracle_lookahead_k8,1,141
90,oracle_lookahead_k8,1,60
91,oracle_lookahead_k8,0,200
92,oracle_lookahead_k8,1,116
93,oracle_lookahead_k8,1,108
94,oracle_lookahead_k8,1,61
95,oracle_lookahead_k8,1,63
96,oracle_lookahead_k8,0,200
97,oracle_lookahead_k8,1,109
98,oracle_lookahead_k8,1,60
99,oracle_lookahead_k8,1,59

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.1000,10,188.9,100
,oracle_lookahead_k8,0.7700,77,130.4,100
