episode,method,success,length
87,oracle_lookahead_k8,0,200
88,oracle_lookahead_k8,1,62
89,oracle_lookahead_k8,1,188
90,oracle_lookahead_k8,0,200
91,oracle_lookahead_k8,1,63
92,oracle_lookahead_k8,0,200
93,oracle_lookahead_k8,0,200
94,oracle_lookahead_k8,1,120
95,oracle_lookahead_k8,1,61
96,oracle_lookahead_k8,1,101
97,oracle_lookahead_k8,0,200
98,oracle_lookahead_k8,0,200
99,oracle_lookahead_k8,0,200

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.0300,3,197.7,100
,oracle_lookahead_k8,0.5500,55,152.1,100
