episode,method,success,length
87,oracle_lookahead_k8,0,200
88,oracle_lookahead_k8,0,200
89,oracle_lookahead_k8,1,137
90,oracle_lookahead_k8,1,60
91,oracle_lookahead_k8,0,200
92,oracle_lookahead_k8,0,200
93,oracle_lookahead_k8,0,200
94,oracle_lookahead_k8,1,189
95,oracle_lookahead_k8,0,200
96,oracle_lookahead_k8,0,200
97,oracle_lookahead_k8,1,151
98,oracle_lookahead_k8,0,200
99,oracle_lookahead_k8,0,200

summary,method,success_rate,success_count,avg_length,num_episodes
,baseline,0.0500,5,197.2,100
,oracle_lookahead_k8,0.5300,53,153.4,100
